ticker,issuer_cik,accession_number,filing_date,seller_name,seller_relationship,securities_to_be_sold,aggregate_market_value,approximate_date_of_sale,broker_name,exchange,notice_date,sale_status,parse_status,error_message
UNKNOWN,0001045810,0001973727-26-000026,2026-06-03,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-06-03,proposed,partial,
UNKNOWN,0001045810,0001921094-26-000561,2026-05-27,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-05-27,proposed,partial,
UNKNOWN,0001045810,0001628280-26-020268,2026-03-20,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-03-20,proposed,partial,
UNKNOWN,0001045810,0001958244-26-000168,2026-03-20,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-03-20,proposed,partial,
UNKNOWN,0001045810,0001950047-26-002865,2026-03-20,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-03-20,proposed,partial,
UNKNOWN,0001045810,0001921094-26-000343,2026-03-19,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-03-19,proposed,partial,
UNKNOWN,0001045810,0001921094-26-000341,2026-03-18,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-03-18,proposed,partial,
UNKNOWN,0001045810,0001921094-26-000315,2026-03-13,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-03-13,proposed,partial,
UNKNOWN,0001045810,0001921094-26-000296,2026-03-10,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-03-10,proposed,partial,
UNKNOWN,0001045810,0001921094-26-000054,2026-01-21,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-01-21,proposed,partial,
UNKNOWN,0001045810,0001921094-26-000026,2026-01-07,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-01-07,proposed,partial,
UNKNOWN,0001045810,0001950047-26-000053,2026-01-02,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2026-01-02,proposed,partial,
UNKNOWN,0001045810,0001628280-25-058369,2025-12-19,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-12-19,proposed,partial,
UNKNOWN,0001045810,0001950047-25-010558,2025-12-19,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-12-19,proposed,partial,
UNKNOWN,0001045810,0001628280-25-057153,2025-12-15,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-12-15,proposed,partial,
UNKNOWN,0001045810,0001958244-25-004541,2025-12-12,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-12-12,proposed,partial,
UNKNOWN,0001045810,0001950047-25-009999,2025-12-09,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-12-09,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000175,2025-12-02,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-12-02,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001416,2025-11-24,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-11-24,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001301,2025-10-29,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-29,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001296,2025-10-28,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-28,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001292,2025-10-27,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-27,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001288,2025-10-24,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-24,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001285,2025-10-23,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-23,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001284,2025-10-22,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-22,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001281,2025-10-21,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-21,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001276,2025-10-20,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-20,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001272,2025-10-17,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-17,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001268,2025-10-16,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-16,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001262,2025-10-15,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-15,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001256,2025-10-14,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-14,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001254,2025-10-14,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-14,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001252,2025-10-10,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-10,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001250,2025-10-09,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-09,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001247,2025-10-08,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-08,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001245,2025-10-07,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-07,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001241,2025-10-06,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-06,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001232,2025-10-03,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-03,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001230,2025-10-02,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-02,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001222,2025-10-01,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-10-01,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001218,2025-09-30,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-30,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001212,2025-09-29,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-29,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001207,2025-09-26,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-26,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001205,2025-09-25,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-25,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001203,2025-09-24,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-24,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001195,2025-09-23,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-23,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001192,2025-09-22,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-22,proposed,partial,
UNKNOWN,0001045810,0001958244-25-004346,2025-09-19,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-19,proposed,partial,
UNKNOWN,0001045810,0001950047-25-007371,2025-09-19,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-19,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001183,2025-09-19,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-19,proposed,partial,
UNKNOWN,0001045810,0001969223-25-000785,2025-09-19,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-19,proposed,partial,
UNKNOWN,0001045810,0001197650-25-000005,2025-09-18,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-18,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001182,2025-09-18,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-18,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001171,2025-09-17,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-17,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001163,2025-09-16,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-16,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001154,2025-09-15,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-15,proposed,partial,
UNKNOWN,0001045810,0001973727-25-000027,2025-09-12,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-12,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001140,2025-09-12,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-12,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001137,2025-09-11,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-11,proposed,partial,
UNKNOWN,0001045810,0001961863-25-000162,2025-09-11,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-11,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001129,2025-09-10,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-10,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001123,2025-09-09,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-09,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001120,2025-09-08,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-08,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001104,2025-09-05,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-05,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001089,2025-09-04,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-04,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001078,2025-09-03,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-03,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001077,2025-09-03,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-03,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001069,2025-09-02,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-02,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001068,2025-09-02,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-09-02,proposed,partial,
UNKNOWN,0001045810,0001921094-25-001052,2025-08-29,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-29,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000967,2025-08-15,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-15,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000955,2025-08-14,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-14,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000951,2025-08-13,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-13,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000932,2025-08-12,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-12,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000918,2025-08-11,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-11,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000906,2025-08-08,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-08,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000902,2025-08-07,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-07,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000888,2025-08-06,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-06,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000878,2025-08-05,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-05,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000871,2025-08-04,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-04,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000860,2025-08-01,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-08-01,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000852,2025-07-31,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-31,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000849,2025-07-30,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-30,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000839,2025-07-29,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-29,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000833,2025-07-28,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-28,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000827,2025-07-25,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-25,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000825,2025-07-24,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-24,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000821,2025-07-23,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-23,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000814,2025-07-22,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-22,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000809,2025-07-21,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-21,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000802,2025-07-18,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-18,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000799,2025-07-17,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-17,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000796,2025-07-16,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-16,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000790,2025-07-15,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-15,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000782,2025-07-14,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-14,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000099,2025-07-14,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-14,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000098,2025-07-11,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-11,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000778,2025-07-11,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-11,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000777,2025-07-10,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-10,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000097,2025-07-10,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-10,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000773,2025-07-09,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-09,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000096,2025-07-09,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-09,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000771,2025-07-08,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-08,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000095,2025-07-08,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-08,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000760,2025-07-07,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-07,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000094,2025-07-07,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-07,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000757,2025-07-03,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-03,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000751,2025-07-02,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-02,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000092,2025-07-02,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-02,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000746,2025-07-01,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-01,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000089,2025-07-01,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-07-01,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000088,2025-06-30,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-30,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000740,2025-06-30,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-30,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000730,2025-06-27,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-27,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000086,2025-06-27,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-27,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000727,2025-06-26,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-26,proposed,partial,
UNKNOWN,0001045810,0001965301-25-000084,2025-06-26,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-26,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000725,2025-06-25,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-25,proposed,partial,
UNKNOWN,0001045810,0001921094-25-000724,2025-06-25,for Whose Account the Securities are To Be Sold,to Issuer,,,,,COMMIS,2025-06-25,proposed,partial,
